fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
fig-002515,1,"Darth Vader, White Skin, 19888 Cape, Green Square on Chest Panel",6,7869,75159-1,Death Star,2016,171
fig-002516,1,Death Star Droid,3,7869,75159-1,Death Star,2016,171
fig-002517,1,"Emperor Palpatine, Tan Skin (19888 Cape)",5,7869,75159-1,Death Star,2016,171
fig-002518,1,"Grand Moff Wilhuff Tarkin, Dark Bluish Gray, Ruffled Hair",4,7869,75159-1,Death Star,2016,171
fig-001013,1,Red Skull with Short Legs,3,10047,76065-1,Mighty Micros: Captain America vs. Red Skull,2016,696
fig-005753,1,Mickey Mouse in Tuxedo,4,12397,71040-1,Disney Castle,2016,608
fig-005754,1,Minnie Mouse with Red with White Spots Dress and Bow,5,12397,71040-1,Disney Castle,2016,608
fig-002207,1,Hawkeye,4,10008,76067-1,Tanker Truck Takedown,2016,696
fig-005302,1,War Machine with Red Eyes,6,15688,76051-1,Super Hero Airport Battle,2016,696
fig-005303,1,Scarlet Witch with Cloth Coattail,5,15688,76051-1,Super Hero Airport Battle,2016,696
fig-005305,1,Agent 13,4,15688,76051-1,Super Hero Airport Battle,2016,696
fig-003570,1,Kristoff - Dark Blue Jacket,4,13688,41066-1,Anna & Kristoff's Sleigh Adventure,2016,687
fig-005306,1,Iron Man Mark 46 Armor,5,15688,76051-1,Super Hero Airport Battle,2016,696
fig-005757,2,Disney Castle Knight / Coat of Armor,6,12397,71040-1,Disney Castle,2016,608
fig-005756,1,Tinker Bell,6,12397,71040-1,Disney Castle,2016,608
fig-005755,1,Daisy Duck,5,12397,71040-1,Disney Castle,2016,608
fig-008349,1,"Light Bluish Grey Torso Jacket, Dark BLuish Grey Legs, Black Hair",4,11002,10251-1,Brick Bank,2016,155
fig-004189,1,"Imperial Shock Trooper, Red Markings, Black Eyes",4,7131,75134-1,Galactic Empire Battle Pack,2016,158
fig-008351,1,"Green Torso, Red Legs, Tan Hair",4,11002,10251-1,Brick Bank,2016,155
fig-009233,1,"Kid - Red Torso, Blue Legs, Medium Nougat Hair",4,35900,10254-1,Winter Holiday Train,2016,228
fig-009237,1,"Light Bluish Gray Torso, Dark Red Legs, Dark Red Hat",4,10901,10254-1,Winter Holiday Train,2016,228
fig-009236,1,"Medium Blue Torso, Blue Overall, Blue Hat",5,10901,10254-1,Winter Holiday Train,2016,228
fig-003176,1,General Magmar,6,16132,70321-1,General Magmar's Siege Machine of Doom,2016,605
fig-005377,1,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Short Legs",5,10706,76061-1,Mighty Micros: Batman vs. Catwoman,2016,695
fig-005378,1,Catwoman with Short Legs,4,10706,76061-1,Mighty Micros: Batman vs. Catwoman,2016,695
fig-009235,1,"Black Torso, Dark BLuish Grey Legs, Reddish Brown Hair",4,10901,10254-1,Winter Holiday Train,2016,228
fig-001388,1,"Emma - Magenta Top, Tan Trousers",4,10708,41123-1,Foal's Washing Station,2016,494
fig-002466,1,Aaron Bot,10,10817,70320-1,Aaron Fox's Aero-Striker V2,2016,605
fig-003182,1,Ash Attacker with Wings and Orange Horns,11,10817,70320-1,Aaron Fox's Aero-Striker V2,2016,605
fig-001298,1,Gamer Kid (Dimensions),4,5896,71235-1,Midway Arcade Level Pack,2016,604
fig-001308,1,"Man, Open Dark Blue Jacket, Tan Legs, Black Hair, Silver Sunglasses",4,5864,30349-1,Sports Car,2016,63
fig-002972,1,Captain Soto,5,5850,70591-1,Kryptarium Prison Breakout,2016,435
fig-003183,1,Aaron Fox with Tile with Clip on Back,7,10817,70320-1,Aaron Fox's Aero-Striker V2,2016,605
fig-002971,1,Giant Stone Warrior,7,5850,70591-1,Kryptarium Prison Breakout,2016,435
fig-002970,1,Prison Guard,4,5850,70591-1,Kryptarium Prison Breakout,2016,435
fig-002969,1,Zane in Prison Outfit,4,5850,70591-1,Kryptarium Prison Breakout,2016,435
fig-009234,1,"Kid - Green Torso, Dark Tan Legs, Dark Brown Hair",4,35900,10254-1,Winter Holiday Train,2016,228
fig-001497,1,"Stephanie - White Top, Magenta Skirt",5,5665,41111-1,Party Train,2016,494
fig-002579,1,"Andrea - Lavender Top, Medium Azure Skirt",4,6668,41124-1,Heartlake Puppy Daycare,2016,494
fig-000179,1,"Mia - Medium Blue Top, Lime Shorts",4,6668,41124-1,Heartlake Puppy Daycare,2016,494
fig-001218,1,"Knight (Crusader Lion) - Light Bluish Gray Legs, Neck-Protector",4,6663,5004419-1,Classic Knights Minifigure,2016,199
fig-000978,1,Flame Thrower with Quiver,5,10516,271605-1,Lava Warrior,2016,605
fig-002976,1,Clancee with Epaulettes,4,10577,70603-1,Raid Zeppelin,2016,435
fig-002979,1,Lloyd (Skybound),4,13498,70601-1,Sky Shark,2016,435
fig-002977,1,Doubloon with Epaulettes,6,10577,70603-1,Raid Zeppelin,2016,435
fig-010319,1,"Olivia - Dark Pink Top, Medium Lavender Skirt",4,6573,10728-1,Mia's Vet Clinic,2016,595
fig-010318,1,"Mia - Medium Azure Shirt, Magenta Skirt, Veterinarian, Nurse Hat",5,6573,10728-1,Mia's Vet Clinic,2016,595
fig-009683,1,"Postal Worker, Woman, Red Jacket with Zipper and Letter Logo, Black Legs, Dark Orange Hair",4,6571,60100-1,Airport Starter Set,2016,53
fig-009682,1,"Ground Crew, Medium Blue Shirt with Octan Logo, Medium Blue Legs, Blue Cap, Goatee Beard",4,6571,60100-1,Airport Starter Set,2016,53
fig-008350,1,"Black Torso Jacket, Light Bluish Gray Legs, Dark Orange Hair",4,11002,10251-1,Brick Bank,2016,155
fig-009680,1,"Pilot, Red Jacket with Straps, Red Helmet with Visor, Silver Sunglasses",5,6571,60100-1,Airport Starter Set,2016,53
fig-002978,1,Zane (Skybound),5,10577,70603-1,Raid Zeppelin,2016,435
fig-000795,1,"Racer with Lime Jacket with Black and White Checks, Red Helmet with Trans-Clear Visor",5,10585,30473-1,Racer,2016,591
fig-003175,1,Flama,5,16132,70321-1,General Magmar's Siege Machine of Doom,2016,605
fig-004180,1,"Han Solo, Hoth Outfit, Dark Brown Hood",4,8169,75138-1,Hoth Attack,2016,158
fig-003173,1,Pilot Bot,11,6414,271611-1,Pilot Bot,2016,605
fig-001014,1,Astronaut,6,5658,71011-2,Astronaut,2016,554
fig-007503,1,"Race Driver, White Torso, White Legs, Blue Helmet, Audi",5,5602,75873-1,Audi R8 LMS ultra,2016,601
fig-000790,1,B.A. Baracus,4,5560,71251-1,A-Team Fun Pack,2016,604
fig-008065,1,"Fireman, White Shirt with Red Tie, Badge, and Radio on Belt, White Hat, Beard",4,5377,60109-1,Fire Boat,2016,58
fig-008064,1,"Man, Blue Overalls over Shirt, Blue Legs, Dark Blue Hat, Beard",4,5377,60109-1,Fire Boat,2016,58
fig-000575,1,Royal Soldier,4,13950,30373-1,Knighton Hyper Cannon,2016,605
fig-000188,1,"Olivia - Magenta Top, Dark Blue Shorts",4,5342,30398-1,Adventure Camp Bridge,2016,494
fig-001496,1,Temmin 'Snap' Wexley / Resistance Pilot,4,5339,75125-1,Resistance X-Wing Fighter,2016,158
fig-001066,1,"Race Driver, White Torso, White Legs, Black Helmet, Audi",5,5336,75872-1,Audi R18 e-tron quattro,2016,601
fig-003077,1,Master Yang,5,5327,70590-1,Airjitzu Battle Grounds,2016,435
fig-003076,1,Lloyd in Airjitzu Outfit,4,5327,70590-1,Airjitzu Battle Grounds,2016,435
fig-003075,1,Nya in Airjitzu Outfit,4,5327,70590-1,Airjitzu Battle Grounds,2016,435
fig-003074,2,Ghost Student,4,5327,70590-1,Airjitzu Battle Grounds,2016,435
fig-005332,1,Karl Mordo,4,5304,76060-1,Doctor Strange's Sanctum Sanctorum,2016,696
fig-005331,1,Doctor Strange,5,5304,76060-1,Doctor Strange's Sanctum Sanctorum,2016,696
fig-005330,1,The Ancient One,3,5304,76060-1,Doctor Strange's Sanctum Sanctorum,2016,696
fig-001049,1,Jewel Thief,4,5251,71011-15,Jewel Thief,2016,554
fig-008066,1,"Diver, Man, Black and Lime Wetsuit, White Helmet and Mask, Stubble",6,5377,60109-1,Fire Boat,2016,58
fig-008067,1,"Firewoman, Safety Vest with Flashlight, Pocket, and Belt, White Helmet, Yellow Life Vest",5,5377,60109-1,Fire Boat,2016,58
fig-008068,1,"Fireman, Safety Vest with Flashlight, Pocket, and Belt, White Helmet, Yellow Life Vest, Goatee Beard",5,5377,60109-1,Fire Boat,2016,58
fig-001421,1,Mats Hummels (CMF),4,5496,71014-4,Mats Hummels (5),2016,557
fig-005234,1,LexCorp Henchman with Black Legs,4,11401,76045-1,Kryptonite Interception,2016,700
fig-005233,1,LexCorp Henchman with Goatee,4,11401,76045-1,Kryptonite Interception,2016,700
fig-005232,1,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Black Boots, Large Batman Logo",5,11401,76045-1,Kryptonite Interception,2016,700
fig-005231,1,Wonder Woman with Dark Brown Hair (DCEU),4,5434,76046-1,Heroes of Justice: Sky High Battle,2016,700
fig-005230,1,Superman in Dark Blue Suit with Dual Molded Legs with Red Boots,5,5434,76046-1,Heroes of Justice: Sky High Battle,2016,700
fig-000591,1,Captain Hook (CMF),4,10875,71012-16,Captain Hook,2016,555
fig-010467,1,Imperial Probe Droid - Reddish Brown Plate,22,8169,75138-1,Hoth Attack,2016,158
fig-005228,1,Lois Lane in Black Suit (DCEU),4,5434,76046-1,Heroes of Justice: Sky High Battle,2016,700
fig-001078,1,"Racer, Dark Azure and Blue Jumpsuit, Blue Helmet with Visor, Yellow Life Vest",6,33130,60114-1,Race Boat,2016,52
fig-008077,1,"Firewoman, Safety Vest with Flashlight, Pocket, and Belt, Black Legs with Straps, White Helmet with Visor, Yellow Life Vest",6,22313,60106-1,Fire Starter Set,2016,58
fig-008075,1,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Dark Blue Legs, Dark Blue Cap",4,22313,60106-1,Fire Starter Set,2016,58
fig-005227,1,Lex Luthor with Hair in Tan Suit (DCEU),4,5434,76046-1,Heroes of Justice: Sky High Battle,2016,700
fig-000605,1,Joachim Low (CMF),4,10364,71014-1,Joachim Löw,2016,557
fig-009681,1,"Ground Crew, Orange Safety Vest, Medium Blue Legs, Orange Cap, Orange Safety Glasses",4,6571,60100-1,Airport Starter Set,2016,53
fig-003048,1,Zane in Honor Robes with Hair (Day of the Departed),5,8402,70588-1,Titanium Ninja Tumbler,2016,435
fig-003049,1,Nindroid with Neck Bracket (Day of the Departed),4,8402,70588-1,Titanium Ninja Tumbler,2016,435
fig-003050,1,Nindroid (Day of the Departed),3,8402,70588-1,Titanium Ninja Tumbler,2016,435
fig-002405,1,"Emma - Magenta Top, Sand Blue Skirt",4,8435,41122-1,Adventure Camp Tree House,2016,494
fig-002406,1,"Joy - Magenta Vest, Sand Green Trousers",4,8435,41122-1,Adventure Camp Tree House,2016,494
fig-002407,1,"Stephanie - Sand Green Vest, Dark Purple Skirt",4,8435,41122-1,Adventure Camp Tree House,2016,494
fig-001055,1,Doc Brown (Dimensions),4,8443,71230-1,Doc Brown Fun Pack,2016,604
fig-006276,1,Dana Barrett,4,8461,75827-1,Firehouse Headquarters,2016,607
fig-006277,1,Zombie Driver,4,8461,75827-1,Firehouse Headquarters,2016,607
fig-006278,1,Louis Tully in Bright Light Blue Shirt,4,8461,75827-1,Firehouse Headquarters,2016,607
fig-006279,1,Library Ghost,4,8461,75827-1,Firehouse Headquarters,2016,607
fig-006280,1,Janine Melnitz,4,8461,75827-1,Firehouse Headquarters,2016,607
fig-008352,1,"Kid, Red Torso, Medium Lavender Legs, Dark Brown Hair",4,94850,10251-1,Brick Bank,2016,155
fig-006281,1,Dr. Winston Zeddemore,5,8461,75827-1,Firehouse Headquarters,2016,607
fig-006282,1,Dr. Ray Stantz,5,8461,75827-1,Firehouse Headquarters,2016,607
fig-006283,1,"Dr. Peter Venkman, Slimed",5,8461,75827-1,Firehouse Headquarters,2016,607
fig-006284,1,Dr. Egon Spengler,5,8461,75827-1,Firehouse Headquarters,2016,607
fig-004185,1,"Obi-Wan Kenobi, Dark Tan Printed Legs, Headset",4,6768,75135-1,Obi-Wan's Jedi Interceptor,2016,158
fig-005266,1,Talia Al Ghul,4,10351,76056-1,Batman: Rescue from Ra's al Ghul,2016,697
fig-005264,1,Robin with Black Hood,5,10351,76056-1,Batman: Rescue from Ra's al Ghul,2016,697
fig-005263,1,Ra's Al Ghul,6,10351,76056-1,Batman: Rescue from Ra's al Ghul,2016,697
fig-005261,1,"Batman, Dark Tan Suit, Black Cape and Cowl (Desert Batman)",5,10351,76056-1,Batman: Rescue from Ra's al Ghul,2016,697
fig-006688,1,Maleficent (CMF),6,10281,71012-6,Maleficent,2016,555
fig-001235,1,Wookiee,3,8345,75129-1,Wookiee Gunship,2016,158
fig-005299,1,Dick Grayson (60's TV Series),4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-004184,1,R4-P17 with Silver Band on Dome,4,6768,75135-1,Obi-Wan's Jedi Interceptor,2016,158
fig-003190,1,Macy Halbert / Ultimate Macy,7,8217,70331-1,Ultimate Macy,2016,605
fig-002583,1,"Daniel - Orange Shirt, Dark BLue Trousers",4,8259,41118-1,Heartlake Supermarket,2016,494
fig-001158,1,Robin Underwood / Ultimate Robin,5,8342,70333-1,Ultimate Robin,2016,605
fig-002584,1,"Mia - Light Aqua Top, Medium Azure Skirt",4,8259,41118-1,Heartlake Supermarket,2016,494
fig-003193,1,Beast Master / Ultimate Beast Master,5,6708,70334-1,Ultimate Beast Master,2016,605
fig-001173,1,"Ariel - Mermaid Form, Flower, Crown",6,6676,10723-1,Ariel's Dolphin Carriage,2016,593
fig-001592,1,Goblin King,5,17785,41183-1,The Goblin King's Evil Dragon,2017,600
fig-009321,1,"Kid - Orange Torso, Dark Azure Legs, Lime Cap",4,18429,31068-1,Modular Modern Home,2017,672
fig-009322,1,"Medium Lavender, Dark Purple, Dark Orange Hair",4,18429,31068-1,Modular Modern Home,2017,672
fig-009318,1,"Kid - White Torso, Blue Legs, BLue Cap",4,18430,31069-1,Modular Family Villa,2017,672
fig-009319,1,"Medium Nougat Torso, Medium BLue Legs, Black Hair",4,18430,31069-1,Modular Family Villa,2017,672
fig-009320,1,"Green Torso, Dark Tan Legs, Dark Brown Hair",4,18430,31069-1,Modular Family Villa,2017,672
fig-004611,1,Spider-Man with Dual Molded Legs with Red Boots,3,18432,76082-1,ATM Heist Battle,2017,706
fig-001601,1,Highwayman,6,18174,71018-16,Highwayman,2017,611
fig-005387,1,Robber with Hulk Mask,4,18432,76082-1,ATM Heist Battle,2017,706
fig-009324,1,"Kid - Bright Pink Torso, Medium Lavender Legs, Reddish Brown Hair",4,18428,31067-1,Modular Poolside Holiday,2017,672
fig-010630,1,Skeleton - Plain Face,6,18408,41318-1,Heartlake Hospital,2017,494
fig-003143,1,Clay Bot with Blue Helmet and Visor,11,17943,70351-1,Clay's Falcon Fighter Blaster,2017,605
fig-003102,1,Macy Halbert with Trans-Neon Orange Visor,7,19312,70356-1,The Stone Colossus of Ultimate Destruction,2017,605
fig-003103,1,Jestro in Orange and Dark Purple Outfit with Tattered Cape,5,19312,70356-1,The Stone Colossus of Ultimate Destruction,2017,605
fig-005388,1,Drax with Dark Blue Legs,4,17793,76081-1,The Milano vs. The Abilisk,2017,704
fig-005386,1,Robber with Captain America Mask,4,18432,76082-1,ATM Heist Battle,2017,706
fig-009323,1,"White Torso, Classic Space Figure, Dark Blue Legs, Tan Hair",4,18428,31067-1,Modular Poolside Holiday,2017,672
fig-005347,1,Agent Coulson,4,17680,76077-1,Iron Man: Detroit Steel Strikes,2017,702
fig-003120,1,Clay Moorington with Trans-Orange Visor and Silver Armor,6,17943,70351-1,Clay's Falcon Fighter Blaster,2017,605
fig-003123,1,Roog,4,17926,70350-1,The Three Brothers,2017,605
fig-005806,1,Carina,4,17677,71042-1,Silent Mary,2017,263
fig-002592,1,"Andrea - Magenta Top, Bright Light Orange Skirt, Flower",5,18410,41316-1,Andrea's Speedboat Transporter,2017,494
fig-005384,1,The Shocker,3,18433,76083-1,Beware the Vulture,2017,706
fig-003124,1,Reex,4,17926,70350-1,The Three Brothers,2017,605
fig-003125,1,Axl with Trans-Neon Orange Visor,7,17926,70350-1,The Three Brothers,2017,605
fig-005807,1,Captain Armando Salazar,5,17677,71042-1,Silent Mary,2017,263
fig-001609,1,Cole (Hands of Time),5,18412,30426-1,Stealthy Swamp Airboat,2017,435
fig-005808,1,Captain Jack Sparrow in Filigree Vest,4,17677,71042-1,Silent Mary,2017,263
fig-002593,1,"Emma - Medium Azure Top, Lime Skirt",5,18410,41316-1,Andrea's Speedboat Transporter,2017,494
fig-001608,1,Velvet - Dark Blue Wetsuit,4,18411,41315-1,Heartlake Surf Shop,2017,494
fig-005350,1,Captain America in Pilot Outfit,3,17679,76076-1,Captain America Jet Pursuit,2017,702
fig-005351,1,Ms. Marvel,4,17679,76076-1,Captain America Jet Pursuit,2017,702
fig-005346,1,Justin Hammer,4,17680,76077-1,Iron Man: Detroit Steel Strikes,2017,702
fig-003121,1,General Garg,9,19312,70356-1,The Stone Colossus of Ultimate Destruction,2017,605
fig-005348,1,Iron Man / Invincible Iron Man,4,17680,76077-1,Iron Man: Detroit Steel Strikes,2017,702
fig-005349,1,Super-Adaptoid,5,17679,76076-1,Captain America Jet Pursuit,2017,702
fig-003122,1,Clay Moorington / Stone Clay,6,19312,70356-1,The Stone Colossus of Ultimate Destruction,2017,605
fig-003144,1,Skylor with Hood,5,18020,853687-1,Elemental Masters Battle Pack,2017,435
fig-003117,1,Stone Stomper with No Headwear,3,19311,70355-1,Aaron's Rock Climber,2017,605
fig-003115,1,Queen Halbert with Shoulder Armor,5,17912,70349-1,Ruina's Lock & Roller,2017,605
fig-004258,1,Cassian Andor in Reddish Brown Jacket,4,18322,75171-1,Battle on Scarif,2017,158
fig-004257,1,"Jyn Erso, Imperial Ground Crew Disguise",4,18322,75171-1,Battle on Scarif,2017,158
fig-004256,2,Scarif Stormtrooper / Shoretrooper,4,18322,75171-1,Battle on Scarif,2017,158
fig-003114,1,Aaron Fox with Trans-Neon Orange Visor and Silver Armor,6,17951,70358-1,Aaron's Stone Destroyer,2017,605
fig-003139,1,Thief Bot / Robot Hoodlum,11,17951,70358-1,Aaron's Stone Destroyer,2017,605
fig-001605,1,"Naomi - Lime Top, Dark Purple Skirt",4,18293,30400-1,Gymnastic Bar,2017,494
fig-001604,1,Hot Dog Man,4,18203,71018-6,Hot Dog Man,2017,611
fig-003138,1,Aaron Bot with Green Helmet,10,19311,70355-1,Aaron's Rock Climber,2017,605
fig-005383,1,Iron Man Mark 47 Armor,5,18433,76083-1,Beware the Vulture,2017,706
fig-003137,1,Lord Krakenskull,6,19311,70355-1,Aaron's Rock Climber,2017,605
fig-001599,1,Gourmet Chef (CMF),4,18169,71018-3,Gourmet Chef,2017,611
fig-001600,1,Corn Cob Guy,4,18170,71018-4,Corn Cob Guy,2017,611
fig-001603,1,Retro Spaceman,5,18185,71018-11,Retro Spaceman,2017,611
fig-008790,1,Elf-Girl,4,18184,71018-15,Elf-Girl,2017,611
fig-001602,1,Yuppie (CMF),4,18183,71018-12,Yuppie,2017,611
fig-003113,1,Ruina,4,17912,70349-1,Ruina's Lock & Roller,2017,605
fig-003488,1,Rosalyn Nightshade,5,19029,41187-1,Rosalyn's Healing Hideout,2017,600
fig-001594,1,Naida Riverheart in Dark Azure Wrap Skirt,4,19029,41187-1,Rosalyn's Healing Hideout,2017,600
fig-003145,1,Ash,4,18020,853687-1,Elemental Masters Battle Pack,2017,435
fig-003146,1,Shade,5,18020,853687-1,Elemental Masters Battle Pack,2017,435
fig-002599,1,"Olivia - White Jacket, Sand Blue Trousers",4,18408,41318-1,Heartlake Hospital,2017,494
fig-002598,1,"Henry - Red Shirt, Dark Blue Trousers",4,18408,41318-1,Heartlake Hospital,2017,494
fig-002597,1,Dr. Patel - Lab Coat,4,18408,41318-1,Heartlake Hospital,2017,494
fig-007535,1,"Race Driver, Black Torso, Tan Legs, McLaren",4,18402,75880-1,McLaren 720S,2017,601
fig-004172,1,Zev Senesca / Snowspeeder Pilot with Pearl Dark Gray Helmet,4,18045,75144-1,Snowspeeder,2017,171
fig-004173,1,Will Scotian / Snowspeeder Gunner,4,18045,75144-1,Snowspeeder,2017,171
fig-001596,1,"Emma - Lime Bikini, Dark Pink Skirt",5,18018,30401-1,Pool Foam Slide,2017,494
fig-004645,1,Scarecrow with Sand Blue Legs,4,18439,70913-1,Scarecrow Fearful Face-off,2017,708
fig-001598,1,Rocket Boy (CMF),4,18161,71018-13,Rocket Boy,2017,611
fig-005389,1,Nebula in Tattered Outfit,3,17793,76081-1,The Milano vs. The Abilisk,2017,704
fig-005390,1,Gamora in Dark Bluish Gray and Silver Outfit,4,17793,76081-1,The Milano vs. The Abilisk,2017,704
fig-005391,1,Star-Lord in Dark Bluish Gray and Silver Outfit with Hair,5,17793,76081-1,The Milano vs. The Abilisk,2017,704
fig-001593,1,Michael Knight,4,17816,71286-1,Knight Rider Fun Pack,2017,604
fig-005385,1,Vulture with Black Jacket with Fur Collar,5,18433,76083-1,Beware the Vulture,2017,706
fig-007504,1,"Race Driver, Dark Blue Torso, Dark Blue Legs, Blue Helmet, Bugatti",5,17826,75878-1,Bugatti Chiron,2017,601
fig-001597,1,"Man, Sand Blue Jacket, Dark Red Tie and Legs",4,18087,40172-1,Brick Calendar,2017,501
fig-002729,1,Baby with White Body - Head with neck,2,123151,10255-1,Assembly Square,2017,155
fig-002535,1,Slackjaw,4,17423,70624-1,Vermillion Invader,2017,435
fig-005804,1,Lieutenant Lesaro,4,17677,71042-1,Silent Mary,2017,263
fig-006504,1,"Enderman, Green Box",14,19076,21137-1,The Mountain Cave,2017,577
fig-006506,1,Alex in Flat Silver Armor,4,17068,21133-1,The Witch Hut,2017,577
fig-006505,1,Witch,3,17068,21133-1,The Witch Hut,2017,577
fig-007540,1,"Race Driver, Black Torso, Black Legs, Black Helmet, Mercedes",5,17049,75877-1,Mercedes-AMG GT3,2017,601
fig-001580,1,Imperial Shuttle Pilot with Light Nougat Skin - Krennic,4,17036,75163-1,Krennic's Imperial Shuttle Microfighter,2017,158
fig-001578,1,"Man, Floating Classic Spaceman on Shirt, Medium Azure Legs, Lime Cap",4,16943,5004932-1,LEGO My Travel Companion,2017,599
fig-012272,1,"Chef, Red Neckerchief, Light Bluish Gray Legs, No Wrinkles",4,123151,10255-1,Assembly Square,2017,155
fig-006512,1,Charged Creeper,6,19076,21137-1,The Mountain Cave,2017,577
fig-004613,1,"Batman, White Suit, Gold Cape and Cowl (Roller Disco Batman)",6,16932,30607-1,Disco Batman - Tears of Batman,2017,708
fig-004202,1,"Rebel Pilot U-wing, Dark Blue Flight Suit, Helmet with Molded Visor",4,16927,75160-1,U-Wing Microfighter,2017,158
